,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,area_AC,OBJECTID_2,S_CODE,S_NAME,D_CODE,D_NAME,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3,MARGWORK_4,MARGWORK_5,MARG_CL_3_,MARG_CL_31,MARG_CL_32,MARG_AL_3_,MARG_AL_31,MARG_AL_32,MARG_HH_3_,MARG_HH_31,MARG_HH_32,MARG_OT_3_,MARG_OT_31,MARG_OT_32,MARGWORK_0,MARGWORK_1,MARGWORK_2,MARG_CL_0_,MARG_CL_01,MARG_CL_02,MARG_AL_0_,MARG_AL_01,MARG_AL_02,MARG_HH_0_,MARG_HH_01,MARG_HH_02,MARG_OT_0_,MARG_OT_01,MARG_OT_02,NON_WORK_P,NON_WORK_M,NON_WORK_F,Shape_Length,Shape_Area_2,PM_Kisan_merged_Shape_Length,PM_Kisan_merged_Shape_Area,PM_Kisan_merged_state_name,PM_Kisan_merged_state_code,PM_Kisan_merged_dist_name,PM_Kisan_merged_dist_code,PM_Kisan_merged_sub_name,PM_Kisan_merged_sub_code,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due,Area_village
46313,,,,,,,-1,0,-1,,,21,21,ORISSA,27,RAYAGADA  *,140,RAYAGADA (ST),21,KORAPUT (ST),2121,,4.19421621863,0.19391141054,2256851452.742,45534.0,21.0,ODISHA,396.0,RAYAGADA,3180.0,DORAGUDA P.S,3552.0,KASIPUR,UI,RAYAGADA(ST),KORAPUT (ST),121176.0,DONGASIL,426158.0,KODITIKHALA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085485480246356,5.24151057184607e-06,0.0372311141532307,7.51879599242356e-05,ODISHA,21.0,RAYAGADA,370.0,Doraguda,3180.0,Koditikhala - (426158),426158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,61015.245
46565,,,,,,,-1,0,-1,,,21,21,ORISSA,27,RAYAGADA  *,140,RAYAGADA (ST),21,KORAPUT (ST),2121,,4.19421621863,0.19391141054,2256851452.742,46431.0,21.0,ODISHA,396.0,RAYAGADA,3180.0,DORAGUDA P.S,3552.0,KASIPUR,RURAL,RAYAGADA(ST),KORAPUT (ST),121176.0,DONGASIL,426158.0,KODITIKHALA,VILLAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372311141532307,7.51879599242356e-05,0.0372311141532307,7.51879599242356e-05,ODISHA,21.0,RAYAGADA,370.0,Doraguda,3180.0,Koditikhala - (426158),426158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,875265.516
46864,,,,,,,-1,0,-1,,,20,21,ORISSA,19,GANJAM,134,DIGAPAHANDI,20,BERHAMPUR,2120,,2.00487563118,0.06362696799,740200000.142,34287.0,21.0,ODISHA,388.0,GANJAM,3097.0,NUAGAON P.S,3372.0,DIGAPAHANDI,UI,DIGAPAHANDI,BERHAMPUR,117740.0,KHAMARIGAM,412939.0,BADAPADAHILL,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223362955785215,0.0007233210759113,0.0254024967604605,2.93887979135786e-05,ODISHA,21.0,GANJAM,354.0,NUAGAON,3097.0,Badapadahill - (412939),412939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8415562.847
46890,,,,,,,-1,0,-1,,,20,21,ORISSA,19,GANJAM,134,DIGAPAHANDI,20,BERHAMPUR,2120,,2.00487563118,0.06362696799,740200000.142,36153.0,21.0,ODISHA,388.0,GANJAM,3097.0,NUAGAON P.S,3372.0,DIGAPAHANDI,UI,DIGAPAHANDI,BERHAMPUR,117740.0,KHAMARIGAM,412939.0,BADAPADAHILL,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254024967604605,2.93887979135786e-05,0.0254024967604605,2.93887979135786e-05,ODISHA,21.0,GANJAM,354.0,NUAGAON,3097.0,Badapadahill - (412939),412939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,341888.409
48164,,,,,,,-1,0,-1,,,12,21,ORISSA,29,KORAPUT,142,KOTPAD (ST),12,NABARANGPUR (ST),2112,,3.54067733475,0.16067605106,1873621085.061,49313.0,21.0,ODISHA,398.0,KORAPUT,3211.0,BOIPARIGUDA P.S,3467.0,BOIPARIGUDA,RURAL,KOTPAD (ST),NABARANGPUR (ST),119727.0,MAJHIGUDA,429497.0,ATALOGUDA,VILLAGE,26.0,109.0,56.0,53.0,19.0,11.0,8.0,0.0,0.0,0.0,79.0,39.0,40.0,12.0,9.0,3.0,97.0,47.0,50.0,65.0,33.0,32.0,52.0,29.0,23.0,15.0,14.0,1.0,35.0,14.0,21.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,4.0,9.0,0.0,0.0,0.0,11.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,5.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,4.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,21.0,0.0552813864259416,0.0001473444977928,,,,,,,,,,,,,,,,,,,,1721029.857
50203,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49368.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120025.0,TEMURUPALLI,430354.0,KATAPADAR,VILLAGE,77.0,334.0,159.0,175.0,58.0,21.0,37.0,0.0,0.0,0.0,334.0,159.0,175.0,13.0,8.0,5.0,321.0,151.0,170.0,118.0,83.0,35.0,26.0,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,57.0,35.0,71.0,53.0,18.0,21.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,33.0,69.0,51.0,18.0,18.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,76.0,140.0,0.0546445434828364,0.0001937527282856,,,,,,,,,,,,,,,,,,,,2262270.17
50221,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49390.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430839.0,GAJALMAMUDI,VILLAGE,126.0,481.0,222.0,259.0,114.0,55.0,59.0,13.0,7.0,6.0,462.0,212.0,250.0,111.0,75.0,36.0,370.0,147.0,223.0,316.0,151.0,165.0,77.0,37.0,40.0,73.0,34.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,239.0,114.0,125.0,235.0,113.0,122.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,232.0,111.0,121.0,231.0,111.0,120.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,165.0,71.0,94.0,0.0788803967302963,0.0002233828075849,,,,,,,,,,,,,,,,,,,,2615888.554
50226,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49395.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430747.0,ISKABANDHA,VILLAGE,6.0,33.0,19.0,14.0,5.0,3.0,2.0,0.0,0.0,0.0,27.0,16.0,11.0,3.0,2.0,1.0,30.0,17.0,13.0,12.0,9.0,3.0,9.0,8.0,1.0,8.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,11.0,0.0322788030972793,7.09674628771657e-05,,,,,,,,,,,,,,,,,,,,831456.688
50232,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49408.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119989.0,PANASPUT,430788.0,KUSUMAPUT,VILLAGE,19.0,74.0,35.0,39.0,13.0,8.0,5.0,0.0,0.0,0.0,68.0,31.0,37.0,27.0,15.0,12.0,47.0,20.0,27.0,29.0,16.0,13.0,27.0,16.0,11.0,25.0,14.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,19.0,26.0,0.0327666918406909,6.01428194887506e-05,,,,,,,,,,,,,,,,,,,,703693.199
50233,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49409.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430769.0,MARIVEDA,VILLAGE,20.0,84.0,38.0,46.0,18.0,7.0,11.0,0.0,0.0,0.0,84.0,38.0,46.0,4.0,1.0,3.0,80.0,37.0,43.0,48.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,23.0,25.0,2.0,1.0,1.0,46.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,23.0,25.0,2.0,1.0,1.0,46.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,21.0,0.112718414618258,0.0004914411129778,,,,,,,,,,,,,,,,,,,,5748778.335
50241,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49418.0,21.0,ODISHA,399.0,MALKANGIRI,3223.0,CHITRAKONDA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119988.0,NAKAMAMUDI,430584.0,DANDRABEDA,VILLAGE,103.0,520.0,227.0,293.0,108.0,45.0,63.0,0.0,0.0,0.0,519.0,227.0,292.0,135.0,83.0,52.0,385.0,144.0,241.0,294.0,132.0,162.0,258.0,117.0,141.0,146.0,96.0,50.0,110.0,20.0,90.0,0.0,0.0,0.0,2.0,1.0,1.0,36.0,15.0,21.0,0.0,0.0,0.0,36.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,21.0,0.0,0.0,0.0,36.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,95.0,131.0,0.190107896731871,0.0012468247469203,,,,,,,,,,,,,,,,,,,,14587669.325
50252,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49437.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119950.0,ANDRAHAL,430558.0,DASARATHAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830659913582007,0.0003147496325704,,,,,,,,,,,,,,,,,,,,3679400.286
50270,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49465.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430807.0,PALASAPADER,VILLAGE,14.0,59.0,29.0,30.0,12.0,5.0,7.0,0.0,0.0,0.0,59.0,29.0,30.0,19.0,14.0,5.0,40.0,15.0,25.0,30.0,16.0,14.0,18.0,10.0,8.0,18.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,11.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,6.0,6.0,0.0,0.0,0.0,11.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,16.0,0.0696667582754593,0.0001992163949819,,,,,,,,,,,,,,,,,,,,2331401.229
50290,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49490.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430702.0,TELAL,VILLAGE,8.0,38.0,22.0,16.0,9.0,5.0,4.0,0.0,0.0,0.0,38.0,22.0,16.0,4.0,4.0,0.0,34.0,18.0,16.0,20.0,12.0,8.0,10.0,8.0,2.0,9.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,2.0,0.0,2.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,2.0,0.0,2.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,8.0,0.0339742969342778,6.05825031162626e-05,,,,,,,,,,,,,,,,,,,,709743.383
50293,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49495.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119988.0,NAKAMAMUDI,430811.0,SANTALEPADER,VILLAGE,6.0,21.0,11.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,11.0,10.0,1.0,0.0,1.0,20.0,11.0,9.0,16.0,8.0,8.0,9.0,6.0,3.0,6.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0538279437699717,0.0001433534397708,,,,,,,,,,,,,,,,,,,,1677916.095
50311,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49525.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430533.0,DORAPADAR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0429422094604764,0.0001027527920386,,,,,,,,,,,,,,,,,,,,1201136.149
50330,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49552.0,21.0,ODISHA,399.0,MALKANGIRI,3223.0,CHITRAKONDA P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119974.0,NUAGUDA,430649.0,NUAGUDA,VILLAGE,147.0,601.0,318.0,283.0,120.0,59.0,61.0,36.0,14.0,22.0,413.0,227.0,186.0,130.0,119.0,11.0,471.0,199.0,272.0,146.0,134.0,12.0,129.0,127.0,2.0,117.0,117.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,17.0,7.0,10.0,0.0,0.0,0.0,16.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,7.0,10.0,0.0,0.0,0.0,16.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,184.0,271.0,0.0690134548195388,0.0001834535337566,,,,,,,,,,,,,,,,,,,,2148848.018
50353,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49584.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430700.0,GUNAMBA,VILLAGE,25.0,88.0,51.0,37.0,17.0,12.0,5.0,0.0,0.0,0.0,88.0,51.0,37.0,14.0,7.0,7.0,74.0,44.0,30.0,56.0,30.0,26.0,35.0,24.0,11.0,32.0,21.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,21.0,6.0,15.0,16.0,3.0,13.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,15.0,16.0,3.0,13.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,11.0,0.0255467168754393,4.92980829406594e-05,,,,,,,,,,,,,,,,,,,,577482.313
50362,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49595.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430692.0,JUMDAMA,VILLAGE,39.0,173.0,82.0,91.0,43.0,20.0,23.0,0.0,0.0,0.0,172.0,81.0,91.0,3.0,1.0,2.0,170.0,81.0,89.0,139.0,63.0,76.0,77.0,44.0,33.0,48.0,42.0,6.0,29.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,19.0,43.0,0.0,0.0,0.0,62.0,19.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,19.0,43.0,0.0,0.0,0.0,62.0,19.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0,15.0,0.0276073475816161,4.99698259591127e-05,,,,,,,,,,,,,,,,,,,,585210.665
50391,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49644.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430824.0,GAJALGUMI,VILLAGE,22.0,98.0,48.0,50.0,29.0,14.0,15.0,0.0,0.0,0.0,98.0,48.0,50.0,0.0,0.0,0.0,98.0,48.0,50.0,52.0,27.0,25.0,19.0,18.0,1.0,19.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,24.0,33.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,18.0,26.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,21.0,25.0,0.0721855691512014,0.0003171292971339,,,,,,,,,,,,,,,,,,,,3712729.505
