,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,area_AC,OBJECTID_2,S_CODE,S_NAME,D_CODE,D_NAME,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3,MARGWORK_4,MARGWORK_5,MARG_CL_3_,MARG_CL_31,MARG_CL_32,MARG_AL_3_,MARG_AL_31,MARG_AL_32,MARG_HH_3_,MARG_HH_31,MARG_HH_32,MARG_OT_3_,MARG_OT_31,MARG_OT_32,MARGWORK_0,MARGWORK_1,MARGWORK_2,MARG_CL_0_,MARG_CL_01,MARG_CL_02,MARG_AL_0_,MARG_AL_01,MARG_AL_02,MARG_HH_0_,MARG_HH_01,MARG_HH_02,MARG_OT_0_,MARG_OT_01,MARG_OT_02,NON_WORK_P,NON_WORK_M,NON_WORK_F,Shape_Length,Shape_Area_2,PM_Kisan_merged_Shape_Length,PM_Kisan_merged_Shape_Area,PM_Kisan_merged_state_name,PM_Kisan_merged_state_code,PM_Kisan_merged_dist_name,PM_Kisan_merged_dist_code,PM_Kisan_merged_sub_name,PM_Kisan_merged_sub_code,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due,Area_village
50857,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50405.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430514.0,DANGARAPALLI,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389210190225823,6.03566036666121e-05,,,,,,,,,,,,,,,,,,,,705339.899
50858,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50406.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430477.0,GOJIAGODA,VILLAGE,83.0,316.0,145.0,171.0,46.0,16.0,30.0,0.0,0.0,0.0,308.0,140.0,168.0,140.0,81.0,59.0,176.0,64.0,112.0,134.0,86.0,48.0,85.0,69.0,16.0,83.0,68.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,17.0,32.0,0.0,0.0,0.0,49.0,17.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,32.0,0.0,0.0,0.0,48.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,59.0,123.0,0.0314589628588514,5.12423831089264e-05,,,,,,,,,,,,,,,,,,,,598824.792
50859,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50407.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430380.0,NUAGUDA-I,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236587718044797,2.92310859222454e-05,,,,,,,,,,,,,,,,,,,,341552.277
50860,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50408.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430392.0,BADAGHAT,VILLAGE,10.0,46.0,22.0,24.0,9.0,3.0,6.0,0.0,0.0,0.0,46.0,22.0,24.0,4.0,4.0,0.0,42.0,18.0,24.0,24.0,12.0,12.0,20.0,11.0,9.0,9.0,9.0,0.0,11.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,12.0,0.0253077366361474,3.2367899810547e-05,,,,,,,,,,,,,,,,,,,,378194.627
50871,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49405.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119978.0,TANDAPALLI,430270.0,JAGATAPALI,VILLAGE,88.0,321.0,169.0,152.0,64.0,33.0,31.0,71.0,30.0,41.0,250.0,139.0,111.0,103.0,65.0,38.0,218.0,104.0,114.0,93.0,85.0,8.0,91.0,83.0,8.0,65.0,64.0,1.0,21.0,18.0,3.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,84.0,144.0,0.0540250201963508,0.0001693412613013,,,,,,,,,,,,,,,,,,,,1981377.433
50885,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49452.0,21.0,ODISHA,399.0,MALKANGIRI,3229.0,M.V-79 P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119944.0,NALAGUNTHI,431115.0,RAJANGUDA,VILLAGE,37.0,140.0,69.0,71.0,23.0,8.0,15.0,0.0,0.0,0.0,140.0,69.0,71.0,39.0,23.0,16.0,101.0,46.0,55.0,76.0,39.0,37.0,38.0,36.0,2.0,35.0,33.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,3.0,35.0,5.0,1.0,4.0,33.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,35.0,5.0,1.0,4.0,33.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,30.0,34.0,0.0623209726220216,0.0002183178455794,,,,,,,,,,,,,,,,,,,,2559034.215
50887,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49454.0,21.0,ODISHA,399.0,MALKANGIRI,3229.0,M.V-79 P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119946.0,TELERAI,431113.0,IDIGUNDA,VILLAGE,28.0,116.0,56.0,60.0,18.0,12.0,6.0,0.0,0.0,0.0,116.0,56.0,60.0,35.0,17.0,18.0,81.0,39.0,42.0,58.0,28.0,30.0,28.0,26.0,2.0,28.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,28.0,29.0,2.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,28.0,29.0,2.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,28.0,30.0,0.115665808805579,0.0003574696378757,,,,,,,,,,,,,,,,,,,,4190164.822
50917,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49538.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3484.0,MALKANGIRI,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120004.0,SINDRIMAL,430217.0,SINDHRIMALO,VILLAGE,117.0,584.0,243.0,341.0,127.0,62.0,65.0,23.0,0.0,23.0,536.0,235.0,301.0,203.0,76.0,127.0,381.0,167.0,214.0,291.0,147.0,144.0,122.0,113.0,9.0,107.0,104.0,3.0,8.0,5.0,3.0,0.0,0.0,0.0,7.0,4.0,3.0,169.0,34.0,135.0,3.0,1.0,2.0,142.0,22.0,120.0,3.0,1.0,2.0,21.0,10.0,11.0,154.0,26.0,128.0,3.0,1.0,2.0,140.0,21.0,119.0,2.0,0.0,2.0,9.0,4.0,5.0,15.0,8.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,12.0,6.0,6.0,293.0,96.0,197.0,0.127191449557309,0.0004014507776716,,,,,,,,,,,,,,,,,,,,4695197.135
50935,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49605.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119978.0,TANDAPALLI,430292.0,ROSOIGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0997217248960729,0.0004740766473607,,,,,,,,,,,,,,,,,,,,5547787.892
50947,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49635.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119941.0,MAHARAJAPALLI,431156.0,MANYANKUNDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251781154683732,4.70983414528553e-05,,,,,,,,,,,,,,,,,,,,552323.89
50951,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49646.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3484.0,MALKANGIRI,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120005.0,TAMASA,430262.0,BOILAPARI,VILLAGE,812.0,3907.0,2016.0,1891.0,664.0,340.0,324.0,2308.0,1228.0,1080.0,1462.0,713.0,749.0,1915.0,1159.0,756.0,1992.0,857.0,1135.0,1862.0,1136.0,726.0,1651.0,1034.0,617.0,1405.0,864.0,541.0,117.0,85.0,32.0,14.0,5.0,9.0,115.0,80.0,35.0,211.0,102.0,109.0,23.0,12.0,11.0,168.0,86.0,82.0,13.0,2.0,11.0,7.0,2.0,5.0,204.0,96.0,108.0,21.0,10.0,11.0,163.0,82.0,81.0,13.0,2.0,11.0,7.0,2.0,5.0,7.0,6.0,1.0,2.0,2.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2045.0,880.0,1165.0,0.138968939317796,0.0009206797691146,,,,,,,,,,,,,,,,,,,,10774317.814
50973,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49706.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3484.0,MALKANGIRI,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120004.0,SINDRIMAL,430215.0,BANDHAGUDA,VILLAGE,241.0,989.0,481.0,508.0,194.0,92.0,102.0,3.0,2.0,1.0,931.0,457.0,474.0,347.0,224.0,123.0,642.0,257.0,385.0,580.0,284.0,296.0,505.0,257.0,248.0,494.0,249.0,245.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,6.0,2.0,75.0,27.0,48.0,0.0,0.0,0.0,74.0,27.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,25.0,47.0,0.0,0.0,0.0,71.0,25.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,197.0,212.0,0.117212230092904,0.0006014863187762,,,,,,,,,,,,,,,,,,,,7034216.211
50985,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49752.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119942.0,MALAVARAM,431179.0,TINDRASPALLY,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135052709419066,0.0007351200553292,,,,,,,,,,,,,,,,,,,,8622754.114
50990,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49757.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119979.0,TANDIKI,430223.0,PAKHANAGUDA,VILLAGE,55.0,269.0,137.0,132.0,65.0,43.0,22.0,0.0,0.0,0.0,194.0,101.0,93.0,50.0,27.0,23.0,219.0,110.0,109.0,151.0,70.0,81.0,59.0,58.0,1.0,55.0,55.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,92.0,12.0,80.0,0.0,0.0,0.0,92.0,12.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,12.0,80.0,0.0,0.0,0.0,92.0,12.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,67.0,51.0,0.0460105088632413,0.0001228120805077,,,,,,,,,,,,,,,,,,,,1436060.024
51019,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49877.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119946.0,TELERAI,431039.0,RAJULUKONDA,VILLAGE,64.0,240.0,120.0,120.0,46.0,20.0,26.0,0.0,0.0,0.0,240.0,120.0,120.0,27.0,22.0,5.0,213.0,98.0,115.0,112.0,67.0,45.0,68.0,45.0,23.0,49.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,2.0,44.0,22.0,22.0,25.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,6.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,37.0,16.0,21.0,24.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,128.0,53.0,75.0,0.105575579549044,0.0006694839305153,,,,,,,,,,,,,,,,,,,,7846183.266
51022,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49880.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119978.0,TANDAPALLI,430273.0,LAXMANPUR,VILLAGE,20.0,92.0,45.0,47.0,22.0,11.0,11.0,0.0,0.0,0.0,92.0,45.0,47.0,1.0,1.0,0.0,91.0,44.0,47.0,49.0,25.0,24.0,26.0,25.0,1.0,26.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,20.0,23.0,0.0744602734324892,0.0002318147773556,,,,,,,,,,,,,,,,,,,,2712219.714
51035,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,49921.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119960.0,CHALLANGUDA,430271.0,SIADIMALA,VILLAGE,420.0,2100.0,1078.0,1022.0,370.0,177.0,193.0,795.0,424.0,371.0,993.0,490.0,503.0,968.0,602.0,366.0,1132.0,476.0,656.0,982.0,628.0,354.0,613.0,586.0,27.0,571.0,551.0,20.0,6.0,4.0,2.0,0.0,0.0,0.0,36.0,31.0,5.0,369.0,42.0,327.0,13.0,9.0,4.0,272.0,31.0,241.0,77.0,1.0,76.0,7.0,1.0,6.0,260.0,28.0,232.0,10.0,7.0,3.0,227.0,20.0,207.0,17.0,1.0,16.0,6.0,0.0,6.0,109.0,14.0,95.0,3.0,2.0,1.0,45.0,11.0,34.0,60.0,0.0,60.0,1.0,1.0,0.0,1118.0,450.0,668.0,0.0974771703173087,0.0002767626467224,,,,,,,,,,,,,,,,,,,,3237967.58
51064,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50011.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431172.0,PUSUGUDA (R.F.),VILLAGE,135.0,615.0,311.0,304.0,118.0,66.0,52.0,265.0,133.0,132.0,0.0,0.0,0.0,287.0,174.0,113.0,328.0,137.0,191.0,295.0,161.0,134.0,279.0,158.0,121.0,270.0,152.0,118.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,6.0,1.0,16.0,3.0,13.0,9.0,2.0,7.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,12.0,9.0,2.0,7.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,150.0,170.0,0.133402127848764,0.0010258573063738,,,,,,,,,,,,,,,,,,,,12033951.909
51073,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50041.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120029.0,KALDAPALLI,431094.0,UDAYGIRI,VILLAGE,262.0,1275.0,649.0,626.0,196.0,99.0,97.0,682.0,359.0,323.0,502.0,245.0,257.0,537.0,306.0,231.0,738.0,343.0,395.0,746.0,399.0,347.0,628.0,374.0,254.0,568.0,347.0,221.0,31.0,18.0,13.0,19.0,0.0,19.0,10.0,9.0,1.0,118.0,25.0,93.0,6.0,1.0,5.0,111.0,24.0,87.0,0.0,0.0,0.0,1.0,0.0,1.0,118.0,25.0,93.0,6.0,1.0,5.0,111.0,24.0,87.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,250.0,279.0,0.137656426229301,0.0007371402673456,,,,,,,,,,,,,,,,,,,,8636684.417
51108,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50142.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3484.0,MALKANGIRI,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120005.0,TAMASA,430268.0,SHYAMNAGAR,VILLAGE,146.0,618.0,296.0,322.0,110.0,52.0,58.0,112.0,54.0,58.0,482.0,234.0,248.0,197.0,123.0,74.0,421.0,173.0,248.0,283.0,180.0,103.0,273.0,175.0,98.0,65.0,62.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,205.0,110.0,95.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,335.0,116.0,219.0,0.0873490724781493,0.0003636898755533,,,,,,,,,,,,,,,,,,,,4255371.095
51116,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50188.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120032.0,NILIGUDA,431082.0,DEOGUDA,VILLAGE,11.0,40.0,20.0,20.0,3.0,2.0,1.0,0.0,0.0,0.0,40.0,20.0,20.0,5.0,3.0,2.0,35.0,17.0,18.0,25.0,14.0,11.0,16.0,13.0,3.0,16.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,7.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,6.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,9.0,0.0415659036996186,6.6201015090156e-05,,,,,,,,,,,,,,,,,,,,774900.255
